 2022-02-27 20:19:44,575 - 'g'
 2022-02-27 20:19:46,095 - Key.delete
 2022-02-27 20:19:47,457 - 'v'
 2022-02-27 20:19:47,674 - 'f'
 2022-02-27 20:19:47,843 - 'f'
 2022-02-27 20:19:48,183 - 'd'
 2022-02-27 20:19:48,763 - 'd'
 2022-02-27 20:19:48,945 - 'd'
 2022-02-27 20:19:49,146 - 'f'
 2022-02-27 20:19:49,653 - Key.delete
 2022-02-27 20:20:00,162 - Key.down
 2022-02-27 20:20:00,652 - Key.down
 2022-02-27 20:20:00,681 - Key.down
 2022-02-27 20:20:00,711 - Key.down
 2022-02-27 20:20:00,743 - Key.down
 2022-02-27 20:20:00,773 - Key.down
 2022-02-27 20:20:00,802 - Key.down
 2022-02-27 20:20:00,834 - Key.down
 2022-02-27 20:20:00,863 - Key.down
 2022-02-27 20:20:00,893 - Key.down
 2022-02-27 20:20:00,922 - Key.down
 2022-02-27 20:20:00,952 - Key.down
 2022-02-27 20:20:00,981 - Key.down
 2022-02-27 20:20:01,011 - Key.down
 2022-02-27 20:20:01,041 - Key.down
 2022-02-27 20:20:01,070 - Key.down
 2022-02-27 20:20:01,100 - Key.down
 2022-02-27 20:20:01,130 - Key.down
 2022-02-27 20:20:01,159 - Key.down
 2022-02-27 20:20:01,189 - Key.down
 2022-02-27 20:20:01,219 - Key.down
 2022-02-27 20:20:01,247 - Key.down
 2022-02-27 20:20:01,277 - Key.down
 2022-02-27 20:20:01,306 - Key.down
 2022-02-27 20:20:01,336 - Key.down
 2022-02-27 20:20:01,548 - Key.down
 2022-02-27 20:20:02,036 - Key.down
 2022-02-27 20:20:02,065 - Key.down
 2022-02-27 20:20:02,095 - Key.down
 2022-02-27 20:20:02,125 - Key.down
 2022-02-27 20:20:02,155 - Key.down
 2022-02-27 20:20:02,685 - Key.down
 2022-02-27 20:20:03,173 - Key.down
 2022-02-27 20:20:03,203 - Key.down
 2022-02-27 20:20:03,232 - Key.down
 2022-02-27 20:20:03,262 - Key.down
 2022-02-27 20:20:03,472 - Key.down
 2022-02-27 20:20:03,962 - Key.down
 2022-02-27 20:20:03,992 - Key.down
 2022-02-27 20:20:04,022 - Key.down
 2022-02-27 20:20:04,051 - Key.down
 2022-02-27 20:20:04,081 - Key.down
 2022-02-27 20:20:04,111 - Key.down
 2022-02-27 20:20:04,140 - Key.down
 2022-02-27 20:20:04,169 - Key.down
 2022-02-27 20:20:04,561 - Key.down
 2022-02-27 20:20:05,050 - Key.down
 2022-02-27 20:20:05,080 - Key.down
 2022-02-27 20:20:05,109 - Key.down
 2022-02-27 20:20:05,138 - Key.down
 2022-02-27 20:20:05,168 - Key.down
 2022-02-27 20:20:05,198 - Key.down
 2022-02-27 20:20:05,227 - Key.down
 2022-02-27 20:20:05,257 - Key.down
 2022-02-27 20:20:05,880 - Key.down
 2022-02-27 20:20:06,720 - Key.up
 2022-02-27 20:20:07,255 - Key.down
 2022-02-27 20:20:07,744 - Key.down
 2022-02-27 20:20:07,774 - Key.down
 2022-02-27 20:20:07,804 - Key.down
 2022-02-27 20:20:07,834 - Key.down
 2022-02-27 20:20:08,100 - Key.down
 2022-02-27 20:20:08,590 - Key.down
 2022-02-27 20:20:08,621 - Key.down
 2022-02-27 20:20:08,651 - Key.down
 2022-02-27 20:20:08,681 - Key.down
 2022-02-27 20:20:09,177 - Key.up
 2022-02-27 20:20:09,874 - Key.down
 2022-02-27 20:20:10,362 - Key.down
 2022-02-27 20:20:10,392 - Key.down
 2022-02-27 20:20:10,423 - Key.down
 2022-02-27 20:20:10,453 - Key.down
 2022-02-27 20:20:10,482 - Key.down
 2022-02-27 20:20:10,511 - Key.down
 2022-02-27 20:20:10,803 - Key.down
 2022-02-27 20:20:11,289 - Key.down
 2022-02-27 20:20:14,872 - Key.down
 2022-02-27 20:20:15,358 - Key.down
 2022-02-27 20:20:15,389 - Key.down
 2022-02-27 20:20:15,417 - Key.down
 2022-02-27 20:20:15,449 - Key.down
 2022-02-27 20:20:15,621 - Key.down
 2022-02-27 20:20:16,112 - Key.down
 2022-02-27 20:20:16,139 - Key.down
 2022-02-27 20:20:16,172 - Key.down
 2022-02-27 20:20:16,201 - Key.down
 2022-02-27 20:20:16,228 - Key.down
 2022-02-27 20:20:16,258 - Key.down
 2022-02-27 20:20:16,288 - Key.down
 2022-02-27 20:20:16,319 - Key.down
 2022-02-27 20:20:17,385 - Key.up
 2022-02-27 20:20:17,878 - Key.up
 2022-02-27 20:20:17,907 - Key.up
 2022-02-27 20:20:17,937 - Key.up
 2022-02-27 20:20:17,967 - Key.up
 2022-02-27 20:20:17,995 - Key.up
 2022-02-27 20:20:18,025 - Key.up
 2022-02-27 20:20:18,055 - Key.up
 2022-02-27 20:20:18,085 - Key.up
 2022-02-27 20:20:18,114 - Key.up
 2022-02-27 20:20:18,525 - Key.up
 2022-02-27 20:20:18,885 - Key.up
 2022-02-27 20:20:22,300 - Key.ctrl_l
 2022-02-27 20:20:22,758 - '\x03'
 2022-02-27 20:20:32,995 - Key.enter
 2022-02-27 20:20:33,902 - Key.enter
 2022-02-27 20:20:34,087 - Key.enter
 2022-02-27 20:24:30,045 - Key.enter
 2022-02-27 20:24:30,236 - Key.enter
 2022-02-27 20:24:30,410 - Key.enter
 2022-02-27 20:24:30,558 - Key.enter
 2022-02-27 20:24:31,040 - Key.backspace
 2022-02-27 20:24:31,220 - Key.backspace
 2022-02-27 20:24:31,356 - Key.backspace
 2022-02-27 20:24:31,696 - Key.backspace
 2022-02-27 20:24:32,074 - Key.backspace
 2022-02-27 20:24:54,195 - '3'
 2022-02-27 20:24:54,432 - '3'
 2022-02-27 20:24:54,657 - '3'
 2022-02-27 20:24:54,864 - '3'
 2022-02-27 20:24:55,363 - Key.backspace
 2022-02-27 20:24:55,610 - Key.backspace
 2022-02-27 20:24:55,838 - Key.backspace
 2022-02-27 20:24:56,127 - Key.backspace
 2022-02-27 20:26:31,034 - Key.enter
 2022-02-27 20:26:31,631 - Key.enter
 2022-02-27 20:26:31,813 - Key.enter
 2022-02-27 20:26:31,980 - Key.enter
 2022-02-27 20:26:33,063 - '5'
 2022-02-27 20:26:33,321 - '5'
 2022-02-27 20:26:33,593 - '5'
 2022-02-27 20:26:33,853 - '5'
 2022-02-27 20:26:34,214 - Key.backspace
 2022-02-27 20:26:34,457 - Key.backspace
 2022-02-27 20:26:34,739 - Key.backspace
 2022-02-27 20:26:35,060 - Key.backspace
 2022-02-27 20:26:35,398 - Key.backspace
 2022-02-27 22:49:35,655 - Key.enter
 2022-02-27 22:49:35,956 - Key.enter
 2022-02-27 22:49:36,293 - Key.enter
 2022-02-27 22:49:37,107 - 'e'
 2022-02-27 22:49:37,362 - 'e'
 2022-02-27 22:49:37,627 - 'e'
 2022-02-27 22:49:38,295 - Key.backspace
 2022-02-27 22:49:38,549 - Key.backspace
 2022-02-27 22:49:38,828 - Key.backspace
 2022-02-27 22:49:39,308 - '1'
 2022-02-27 22:49:39,456 - '2'
 2022-02-27 22:49:39,738 - '3'
 2022-02-27 22:49:39,966 - '4'
 2022-02-27 22:49:40,193 - '4'
 2022-02-27 22:49:40,329 - Key.backspace
 2022-02-27 22:49:40,562 - Key.backspace
 2022-02-27 22:49:40,756 - Key.backspace
 2022-02-27 22:49:40,934 - Key.backspace
 2022-02-27 22:49:41,091 - Key.backspace
 2022-02-27 22:49:56,202 - 'x'
 2022-02-27 22:49:56,354 - 'x'
 2022-02-27 22:49:56,487 - 'x'
 2022-02-27 22:49:56,949 - Key.backspace
 2022-02-27 22:49:57,146 - Key.backspace
 2022-02-27 22:49:57,337 - Key.backspace
 2022-02-27 22:49:59,255 - 'x'
 2022-02-27 22:49:59,414 - 'x'
 2022-02-27 22:49:59,571 - 'x'
 2022-02-27 22:49:59,968 - Key.backspace
 2022-02-27 22:50:00,154 - Key.backspace
 2022-02-27 22:50:00,320 - Key.backspace
 2022-02-27 22:50:01,276 - Key.enter
 2022-02-27 22:50:01,440 - Key.enter
 2022-02-27 22:50:01,599 - Key.enter
 2022-02-27 22:50:06,839 - 'n'
 2022-02-27 22:50:07,073 - 'o'
 2022-02-27 22:50:07,245 - 't'
 2022-02-27 22:50:07,526 - Key.enter
 2022-02-27 22:50:09,066 - Key.enter
 2022-02-27 22:50:09,240 - Key.enter
 2022-02-27 22:50:09,425 - Key.enter
 2022-02-27 22:50:10,453 - '1'
 2022-02-27 22:50:10,624 - '1'
 2022-02-27 22:50:10,764 - '1'
 2022-02-27 22:50:10,889 - '1'
 2022-02-27 22:50:11,140 - Key.backspace
 2022-02-27 22:50:11,326 - Key.backspace
 2022-02-27 22:50:11,514 - Key.backspace
 2022-02-27 22:50:11,670 - Key.backspace
 2022-02-27 22:50:12,036 - Key.backspace
 2022-02-27 22:50:14,040 - Key.down
 2022-02-27 22:50:14,523 - Key.down
 2022-02-27 22:50:14,560 - Key.down
 2022-02-27 22:50:14,593 - Key.down
